NAVCOID	CAMPAIGN	LOCATION	BYEAR	EYEAR	TARGET	SUCCESS	LIMITED	FAILURE	ONGOING	NONVIOL	VIOL	REGCHANGE	FSELFDET	SECESSION	OTHER	DURATION	PARTICIPATION	PERCENTAGEPOPULARPARTICIPATION	REGVIOL	DEFECT	VIOLENTFLANK	VIOLSIM	REGAID	STATESUP
207.0	"Somali rebels (Ogaden)"	"Ethiopia"	1976.0	1980.0	"Ethiopian occupation of Ogaden"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1616.0	20000.0	5.494505494505495E-4	1.0	0.0		1.0	1.0	1.0
229.0	"Tigrean Liberation Front"	"Ethiopia"	1982.0	1991.0	"Ethiopian government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3412.0	30000.0	6.021547143003695E-4	1.0	0.0		1.0	1.0	0.0
263.0	"Indo-Fijian Anti-Coup Campaign"	"Fiji"	1987.0	1987.0	"Coup Leader Sitiveni Rabuka"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	18.0	3000.0	0.004156707887353216	0.0	0.0	0.0	0.0	1.0	0.0
426.0	"Anti-Coalition Government Campaign"	"Fiji"	1987.0	1987.0	"Timoci Bravadra"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	31.0	2000.0	0.0027711385915688107	1.0	1.0		0.0	0.0	0.0
264.0	"Anti-Chaudhry Campaign"	"Fiji"	2000.0	2000.0	"Government of Fiji"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	31.0	2000.0	0.002465413332708762	1.0	1.0	1.0	0.0	0.0	0.0
178.0	"French Nationalists/SAO"	"France"	1960.0	1962.0	"French withdrawal from Algeria"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	592.0	500000.0	0.010660980810234541	0.0	0.0		0.0	0.0	0.0
392.0	"First Southern Ossetian Separatist Campaign"	"Georgia"	1991.0	1992.0	"Gov't of Georgia"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	536.0	3000.0	5.612066991617817E-4	1.0	0.0		1.0	0.0	1.0
329.0	"Georgia-Abkhazia War"	"Georgia"	1992.0	1994.0	"Georgian occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	840.0	5750.0	0.001182738193187428	1.0	0.0		1.0	1.0	1.0
183.0	"Rose Revolution"	"Georgia"	2003.0	2003.0	"Shevardnadze regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	19.0	200000.0	0.046500813764240874	0.0	1.0	0.0	0.0	0.0	1.0
332.0	"Anti-Saakashvili Campaign"	"Georgia"	2007.0	2013.0	"Government of Georgia"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2186.0	50000.0	0.011400207711784509	1.0	0.0	0.0	0.0	0.0	0.0
434.0	"Third South Ossetian Campaign"	"Georgia"	2008.0	2008.0	"Georgian government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	8.0	73000.0	0.016807535301580138	1.0	0.0		0.0	1.0	1.0
58.0	"Convention People's Party movement"	"Ghana"	1949.0	1957.0	"British rule"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2663.0	80000.0	0.01251703881909249	1.0	0.0	1.0	0.0	0.0	0.0
401.0	"Greek Civil War"	"Greece"	1946.0	1949.0	"British and US occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1778.0	40000.0	0.0050916496945010185	1.0	0.0		0.0	1.0	1.0
89.0	"Greek anti-military"	"Greece"	1973.0	1974.0	"Military rule"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	654.0	2500.0	2.787527931029869E-4	1.0	1.0	1.0	0.0	1.0	0.0
133.0	"Marxist rebels (URNG)"	"Guatemala"	1966.0	1996.0	"government of Guatemala"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	11019.0	1500.0	1.408890701452867E-4	1.0	1.0		0.0	0.0	0.0
348.0	"RDFG"	"Guinea"	2000.0	2001.0	"Gov't of Guinea"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	557.0	1800.0	2.0098805728963585E-4	1.0	0.0		0.0	0.0	0.0
327.0	"pro-democracy movement"	"Guinea"	2007.0	2010.0	"Conte regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1407.0	100000.0	0.009264260244187372	1.0	1.0	0.0	0.0	0.0	0.0
160.0	"PAIGC"	"Guinea-Bissau"	1963.0	1974.0	"Portuguese occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4132.0	10000.0	0.015623950265841513	1.0	0.0		0.0	0.0	1.0
400.0	"Military Junta for the Consolidation of Democracy, Peace and Justice"	"Guinea-Bissau"	1998.0	1999.0	"Gov't of Guinea-Bisseau"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	337.0	10000.0	0.007765627159815054	1.0	0.0		0.0	0.0	0.0
9.0	"anti-Burnham/Hoyte campaign"	"Guyana"	1990.0	1992.0	"Burnham/Hoyte autocratic regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	752.0	5000.0	0.006683294703889945	1.0	1.0	0.0	0.0	0.0	0.0
15.0	"anti-Duvalier campaign"	"Haiti"	1985.0	1986.0	"Jean Claude Duvalier"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	72.0	30000.0	0.005368415571196733	1.0	1.0	0.0	1.0	0.0	0.0
296.0	"Anti-National Governing Council (CNG)"	"Haiti"	1987.0	1987.0	"National Governing Council"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	32.0	10000.0	0.001751296616232243	1.0	0.0	0.0	0.0	0.0	0.0
297.0	"Anti-Aristide Campaign 2004"	"Haiti"	2003.0	2004.0	"Haitian President Jean Bertrand Aristide"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	61.0	60000.0	0.007817680231080204	1.0	0.0	0.0	1.0	0.0	0.0
338.0	"Pro-Aristide Campaign"	"Haiti"	2005.0	2010.0	"Haitian government"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1904.0	5000.0	5.000191507334731E-4	0.0	0.0	0.0	0.0	0.0	0.0
266.0	"Frente Nacionalæde Resistencia Popular (FNRP)"	"Honduras"	2009.0	2009.0	"Coup government, led by Roberto Micheletti"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	91.0	10000.0	0.001244551818844033	1.0	0.0	0.0	0.0	0.0	0.0
93.0	"Hungarian anti-communist"	"Hungary"	1956.0	1956.0	"communist regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	69.0	200000.0	0.02026418622219741	1.0	1.0	1.0	0.0	1.0	0.0
94.0	"Hungarian anti-Soviet"	"Hungary"	1956.0	1956.0	"Soviet occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	97.0	1001.0	1.0142225204209804E-4	1.0	0.0	1.0	0.0	0.0	0.0
95.0	"pro-dem movement"	"Hungary"	1989.0	1989.0	"Communist regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	23.0	100000.0	0.009615384615384616	1.0	0.0	0.0	0.0	1.0	0.0
298.0	"Cutlery Revolution (Kitchenware/Kitchen Implement Revolution)"	"Iceland"	2008.0	2009.0	"PM Geir Haarde government"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	108.0	6000.0	0.018838363699729042	1.0	0.0	1.0	0.0	0.0	0.0
368.0	"Punnapra-Vayalar Uprising"	"India"	1946.0	1946.0	"The Princely State of Travencore, British India"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	215.0	50000.0	1.4671533703447222E-4	1.0	0.0		1.0	0.0	0.0
96.0	"Hyderabad Accession Movement"	"India"	1948.0	1948.0	"Indian annexation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	24000.0	6.868328420570643E-5	1.0	0.0		0.0	0.0	0.0
355.0	"Telangana People's Front"	"India"	1948.0	1952.0	"Indian government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1506.0		0.0	1.0	0.0		1.0	0.0	1.0
144.0	"Naga Rebellion"	"India"	1951.0	2014.0	"Indian occupation"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	22875.0	15000.0	2.830188679245283E-5	1.0	0.0		1.0	0.0	0.0
135.0	"Mizo Revolt"	"India"	1966.0	1986.0	"Indian occupation"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	7610.0	2500.0	3.213367609254499E-6	1.0	0.0		1.0	0.0	1.0
148.0	"Naxalite rebellion"	"India"	1970.0	1971.0	"Indian regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	652.0	2000.0	3.5211267605633804E-6	1.0	0.0		1.0	0.0	0.0
267.0	"Anti-Indira Campaign"	"India"	1975.0	1977.0	"Prime Minister Indira Gandhi"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	646.0	100000.0	1.6103059581320451E-4	1.0	0.0	0.0	0.0	0.0	0.0
379.0	"Manipur"	"India"	1979.0	2014.0	"Gov't of India"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	12668.0	4200.0	3.0576474256281644E-6	1.0	0.0		1.0	0.0	0.0
347.0	"Naxalite insurgency"	"India"	1980.0	2014.0	"Indian government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	12306.0	49500.0	3.603655894490337E-5	1.0	0.0		1.0	0.0	1.0
201.0	"Sikh insurgency"	"India"	1984.0	1994.0	"separatism"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3501.0	3000.0	3.1840230005161013E-6	1.0	0.0		1.0	0.0	0.0
351.0	"Assam independence"	"India"	1985.0	2014.0	"Gov't of India"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	10364.0	4000.0	2.9120451672649187E-6	1.0	0.0		1.0	0.0	0.0
352.0	"Bodoland Independence Campaign (secesesion)"	"India"	1986.0	2014.0	"Gov't of India"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	9951.0	3500.0	2.548039521356804E-6	1.0	0.0		1.0	0.0	0.0
374.0	"Tripura"	"India"	1989.0	2014.0	"Indian government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	9060.0	2500.0	1.8200282295405743E-6	1.0	0.0		1.0	0.0	0.0
115.0	"Kashmiri Muslim separatists"	"India"	1990.0	2005.0	"Indian occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5498.0	5000.0	4.370176025988017E-6	1.0	0.0		1.0	0.0	1.0
101.0	"Indonesian Revolt"	"Indonesia"	1945.0	1949.0	"Dutch occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1501.0	160000.0	0.0021587198791116866	1.0	0.0		1.0	0.0	0.0
137.0	"Moluccans"	"Indonesia"	1950.0	1950.0	"Indonesian government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	156.0	5000.0	6.0240963855421684E-5	0.0	0.0		0.0	0.0	0.0
65.0	"Darul Islam"	"Indonesia"	1953.0	1953.0	"Indonesian government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	64.0	13000.0	1.4959723820483315E-4	0.0	0.0		1.0	0.0	0.0
102.0	"leftists"	"Indonesia"	1956.0	1960.0	"Sukarno regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1477.0	10000.0	1.0E-4	0.0	1.0		0.0	0.0	0.0
87.0	"GAM"	"Indonesia"	1975.0	2005.0	"Indonesian occupation"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	10621.0	3500.0	1.5438039143192357E-5	1.0	0.0		1.0	0.0	1.0
29.0	"anti-Suharto campaign"	"Indonesia"	1997.0	1998.0	"Suharto rule"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	205.0	10000.0	4.861081377496686E-5	1.0	0.0	0.0	1.0	0.0	0.0
268.0	"Student Protests (Anti-Habibie)"	"Indonesia"	1999.0	1999.0	"Pres. BJ Habibie"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	151.0	10000.0	4.793575320557407E-5	1.0	0.0	1.0	1.0	0.0	0.0
378.0	"KDPI (First Separatist Movement)"	"Iran"	1945.0	1946.0	"Iranian rule"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	502.0	1200.0	7.532956685499058E-5	1.0	0.0		0.0	0.0	1.0
104.0	"Iranian Revolution"	"Iran"	1977.0	1979.0	"Shah Reza Pahlavi"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	452.0	2000000.0	0.05263157894736842	1.0	1.0	1.0	0.0	1.0	0.0
111.0	"KDPI"	"Iran"	1979.0	1996.0	"Iranian regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	6348.0	10000.0	1.6238224100775458E-4	1.0	0.0		1.0	1.0	1.0
103.0	"Mujahideen"	"Iran"	1981.0	2001.0	"Khomenei regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7562.0	1000.0	1.4903926162134387E-5	1.0	0.0		0.0	0.0	0.0
385.0	"PJAK"	"Iran"	2005.0	2014.0	"Government of Iran"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3080.0	3000.0	3.630601146224349E-5	1.0	0.0		1.0	0.0	1.0
333.0	"Green Revolution and Day of Rage"	"Iran"	2009.0	2013.0	"Government"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1463.0	250000.0	0.003228498227631957	1.0	1.0	0.0	0.0	0.0	1.0
197.0	"Shammar Tribe and pro-Western officers"	"Iraq"	1959.0	1959.0	"Qassim regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	3000.0	4.528498064746352E-4	1.0	1.0		0.0	1.0	0.0
122.0	"Kurdish rebellion"	"Iraq"	1961.0	1970.0	"Iraqi government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3103.0	30000.0	0.0031868545225343012	1.0	1.0		0.0	1.0	1.0
121.0	"Kurdish secession against Saddam"	"Iraq"	1985.0	1991.0	"secession"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2285.0	5000.0	2.7866462795624855E-4	1.0	0.0		1.0	0.0	1.0
388.0	"SCIRI"	"Iraq"	1989.0	1996.0	"Government of Iraq"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2921.0	8000.0	3.835935504114808E-4	1.0	0.0		1.0	0.0	1.0
200.0	"Shiite rebellion"	"Iraq"	1991.0	1991.0	"Hussein regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	30.0	4000.0	2.2293170236499884E-4	1.0	0.0		0.0	0.0	1.0
110.0	"Kurdish civil conflict"	"Iraq"	1996.0	1996.0	"Iraqi government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	53.0	40000.0	0.001918843198513971	1.0	0.0		1.0	0.0	1.0
105.0	"Iraqi insurgency (Sunni/AQI/ISIL)"	"Iraq"	2004.0	2014.0	"Iraqi government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3473.0	100000.0	0.0025419580036509124	1.0	0.0		1.0	1.0	0.0
71.0	"Druze resistance"	"Israel"	1981.0	1982.0	"Israeli occupation of Golan"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	303.0	20000.0	0.005183467537627439	1.0	0.0	0.0	1.0	1.0	0.0
292.0	"Ivorian pro-democracy movement"	"Ivory Coast"	1989.0	1990.0	"Houphouet-Boigny regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	575.0	10000.0	8.219690630571923E-4	1.0	1.0	0.0	0.0	0.0	1.0
162.0	"PMIC"	"Ivory Coast"	2002.0	2005.0	"incumbent regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	945.0	40000.0	0.0021814648241796617	1.0	0.0		1.0	0.0	0.0
293.0	"Pro-Ouattara Campaign"	"Ivory Coast"	2010.0	2011.0	"Gbagbo Regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	171.0	45000.0	0.002184023807606722	1.0	0.0	1.0	0.0	0.0	0.0
165.0	"Palestinian activists"	"Jordan"	1970.0	1970.0	"Jordanian rule"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	11.0	20000.0	0.013307082894476829	1.0	0.0		1.0	1.0	1.0
320.0	"Protest for Constitutional Reform"	"Jordan"	2011.0	2013.0	"Government (Prime Minister Samir Rifai)"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	740.0	8000.0	9.508568646635916E-4	0.0	0.0	0.0	0.0	0.0	0.0
134.0	"Mau Mau Rebellion"	"Kenya"	1952.0	1956.0	"British occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1456.0	30000.0	0.00414350504892996	1.0	1.0		0.0	0.0	0.0
142.0	"NFDLM secessionists"	"Kenya"	1964.0	1968.0	"secession"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1826.0	10000.0	9.523809523809524E-4	1.0	0.0		0.0	0.0	1.0
7.0	"anti-Arap Moi"	"Kenya"	1990.0	1991.0	"Daniel Arap Moi"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	681.0	6000.0	2.4814308327210404E-4	1.0	0.0	0.0	0.0	0.0	0.0
123.0	"Kyrgyzstan Democratic Movement"	"Kyrgyzstan"	1990.0	1991.0	"Communist regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	353.0	20000.0	0.0044806882337126985	1.0	0.0	0.0	0.0	1.0	0.0
231.0	"Tulip Revolution"	"Kyrgyzstan"	2005.0	2005.0	"Akayev regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	25.0	20000.0	0.003874016968194321	1.0	1.0	1.0	0.0	0.0	0.0
269.0	"Second Revolution"	"Kyrgyzstan"	2010.0	2010.0	"Kyrgyz president Kurmanbek Bakiyev"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	14.0	2000.0	3.671139338093577E-4	1.0	0.0	1.0	0.0	0.0	0.0
300.0	"Anti-Interim Government"	"Kyrgyzstan"	2010.0	2010.0	"Interim government"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	235.0	2000.0	3.671139338093577E-4	1.0	0.0	0.0	0.0	1.0	0.0
364.0	"Laotian Independence"	"Laos"	1946.0	1949.0	"French occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1175.0	3001.0	0.00170997150997151	1.0	0.0		0.0	0.0	1.0
366.0	"First Pathet Lao"	"Laos"	1950.0	1957.0	"Royal Loatian Government (RLG)"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3044.0	15001.0	0.007579861146200722	1.0	0.0		0.0	1.0	1.0
167.0	"Second Pathet Lao"	"Laos"	1959.0	1975.0	"Laotian government"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4492.0	48000.0	0.015858080749347175	1.0	0.0		1.0	1.0	1.0
380.0	"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)"	"Latvia"	1945.0	1950.0	"Soviet occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2190.0	15000.0	0.007696258438306023	1.0	0.0		0.0	0.0	0.0
127.0	"pro-dem movement"	"Latvia"	1989.0	1991.0	"Communist regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	738.0	250000.0	0.09431894365801309	0.0	0.0	0.0	0.0	1.0	0.0
28.0	"leftists (anti-Shamun)"	"Lebanon"	1958.0	1958.0	"Shamun regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	129.0	14500.0	0.008567932179794216	1.0	0.0		0.0	1.0	0.0
128.0	"Lebanon leftists"	"Lebanon"	1975.0	1990.0	"Lebanese government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5706.0	25000.0	0.009248927864281973	1.0	0.0		1.0	1.0	0.0
395.0	"Hundred Day War"	"Lebanon"	1978.0	1978.0	"Syrian occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	255.0		0.0	1.0	0.0		1.0	1.0	0.0
90.0	"Hizballah"	"Lebanon"	1982.0	2000.0	"Israeli occupation of Southern Lebanon"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6564.0	3000.0	9.272521254164135E-4	1.0	0.0		1.0	1.0	1.0
53.0	"Cedar Revolution"	"Lebanon"	2005.0	2005.0	"Syrian forces"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	70.0	1000000.0	0.25082446000002007	1.0	0.0	0.0	1.0	1.0	0.0
394.0	"2006 Lebanon War"	"Lebanon"	2006.0	2006.0	"Israeli occupation in southern Lebanon"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	58.0	2000.0	4.929701228062522E-4	1.0	0.0		0.0	1.0	1.0
321.0	"Lebanon Political Crisis"	"Lebanon"	2006.0	2008.0	"Government of Prime Minister Fouad Siniora"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	545.0	800000.0	0.19459762926573207	1.0	1.0	1.0	0.0	1.0	1.0
14.0	"anti-Doe rebels"	"Liberia"	1989.0	1990.0	"Doe regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	339.0	3000.0	0.0014304569070088574	1.0	0.0		1.0	0.0	0.0
143.0	"NPFL & ULIMO"	"Liberia"	1992.0	1995.0	"Johnson regime"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1038.0	10000.0	0.0048228053101015585	1.0	0.0		1.0	0.0	0.0
147.0	"national patriotic forces"	"Liberia"	1996.0	1996.0	"Liberian govt"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	137.0	10000.0	0.004563753121036665	1.0	0.0		1.0	0.0	0.0
126.0	"LURD"	"Liberia"	1999.0	2003.0	"Taylor regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1600.0	6500.0	0.002085851731882693	1.0	0.0		1.0	1.0	1.0
270.0	"Libyan Civil War"	"Libya"	2011.0	2011.0	"Qaddafi regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	250.0	200000.0	0.03229191373344414	1.0	1.0	0.0	0.0	0.0	1.0
381.0	"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)"	"Lithuania"	1945.0	1956.0	"Soviet occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4098.0	30000.0	0.011634572053292545	1.0	0.0		0.0	0.0	1.0
190.0	"pro-democracy movement/Sajudis"	"Lithuania"	1988.0	1991.0	"Lithuanian regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	982.0	250000.0	0.06749215876099515	1.0	1.0	0.0	0.0	0.0	0.0
435.0	"NLA Insurgency"	"Macedonia"	2001.0	2001.0	"Government of Macedonia"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	203.0	7000.0	0.0034626295703618693	1.0	0.0		0.0	1.0	1.0
83.0	"Franco-Madagascan"	"Madagascar"	1947.0	1948.0	"French occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	613.0	5500.0	0.0013365735115431349	1.0	0.0		0.0	0.0	0.0
271.0	"Anti-Tsiranana"	"Madagascar"	1972.0	1972.0	"Tsiranana regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	100000.0	0.014119447703683622	0.0	0.0	0.0	0.0	0.0	0.0
1.0	"Active Voices"	"Madagascar"	1991.0	1993.0	"Didier Radsiraka"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	611.0	400000.0	0.031557040138977206	1.0	0.0	0.0	0.0	0.0	0.0
130.0	"pro-democracy movement"	"Madagascar"	2002.0	2002.0	"Radsiraka regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	158.0	500000.0	0.02982383003948019	0.0	0.0	0.0	0.0	0.0	0.0
272.0	"anti-Ravalomanana movement"	"Madagascar"	2009.0	2009.0	"Ravalomanana government"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	53.0	30000.0	0.001458496938201686	1.0	1.0	0.0	0.0	1.0	0.0
157.0	"Nyasaland African Congress"	"Malawi"	1958.0	1959.0	"British rule"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	245.0	67000.0	0.019880987070236857	1.0	1.0	0.0	0.0	0.0	0.0
8.0	"anti-Banda campaign"	"Malawi"	1992.0	1994.0	"Banda regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	793.0	10000.0	0.0010207231292594775	0.0	0.0	0.0	0.0	0.0	0.0
302.0	"Anti-Mutharika"	"Malawi"	2011.0	2012.0	"President Mutharika Government"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	261.0	2000.0	1.24244399916632E-4	1.0	0.0	0.0	0.0	0.0	0.0
131.0	"Malayan Emergency"	"Malaysia"	1948.0	1960.0	"British occupation"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4407.0	4000.0	4.745806871999538E-4	1.0	0.0		0.0	0.0	0.0
17.0	"Anti-Gayoom Campaign"	"Maldives"	2003.0	2008.0	"Gayoom Regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1866.0	10000.0	0.027624309392265192	1.0	0.0	0.0	0.0	0.0	0.0
303.0	"Nasheed Supporters"	"Maldives"	2012.0	2013.0	"President Mohammed Waheed Hassan Government"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	647.0	3000.0	0.007633587786259542	1.0	0.0	1.0	0.0	0.0	0.0
220.0	"Tauregs"	"Mali"	1989.0	1995.0	"Mali regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2037.0	7000.0	7.288288241388106E-4	1.0	0.0		1.0	0.0	0.0
132.0	"Mali anti-military"	"Mali"	1990.0	1991.0	"Military rule"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	152.0	100000.0	0.011557334665971069	1.0	1.0	0.0	1.0	0.0	0.0
