keyword_id,name
233450,proto-slasher
246,dancing
378,prison
520,chicago
727,country music
745,nun
1416,jazz
1926,car journey
2636,blues
2652,nazis
6027,music
6029,concert
6031,music instrument
6272,children's home
6490,shopping mall
6783,orphanage
11313,winnebago
14765,church
15211,sunglasses
15232,parole
15483,car chase
41591,music band
156336,loudspeaker
167213,saturday night live
226464,wrigley field
226465,holiday inn
700,italo-american
701,cuba
1950,vororte
4232,melancholy
6049,praise
9748,revenge
10391,mafia
10909,lawyer
11221,blood
156024,corrupt politician
158261,bloody body of child
187788,man punches woman
236,suicide
549,prostitute
720,helicopter
818,based on novel
917,journalism
1589,sniper
2903,propaganda
2956,vietnam
2999,recruit
4747,war photographer
5299,war correspondent
6091,war
10075,boot camp
10084,rescue
10787,jungle
11106,infantry
11400,sergeant
12425,racism
14819,violence
14900,genocide
14955,fighting
15240,platoon
18543,combat
46962,discipline
161840,obstacle course
169144,peace sign
188114,u.s. marine
226426,mass grave
227845,blanket party
305,moon
1436,inventor
2534,missile
2836,cheese
14544,robot
15162,dog
195732,ski
497,shakespeare
1701,hero
4152,kingdom
6091,war
10181,based on play or musical
155453,gritty
161257,medieval
186686,king of england
131,italy
1233,composer
2199,opera
2276,talent
4048,musician
5809,marriage crisis
9649,god
9826,murder
18267,vienna austria
155624,envy
160279,18th century
2792,boxer
4129,widow
9673,love
11826,cottage
13008,train
14985,ireland
222542,fiery redhead
314,life and death
417,corruption
542,street gang
570,rape
625,sadistic
725,lovesickness
739,sexual abuse
975,money laundering
1632,opium
396,transporter
931,jealousy
2320,violent husband
2340,paranoia
2792,boxer
5565,biography
5572,fistfight
5573,broken nose
6075,sport
11925,domestic violence
14687,extreme violence
155464,over-the-hill fighter
2398,narration
2835,neurosis
3485,comedian
3489,job interview
9673,love
10229,singer
11508,jewish
11687,breaking the fourth wall
160442,talking to the audience
162463,volkswagen beetle
2106,cold war
3203,pilot
3801,space travel
6078,politics
6165,historical figure
8044,flight
14626,astronaut
156836,space race
221295,sound barrier
4896,wish
5369,guard
6844,stalker
9951,alien
10128,strugatsky
13065,soldier
199047,zone
321,terror
339,submarine
818,based on novel
1913,atlantic ocean
1915,gibraltar
1956,world war ii
4263,duty
5299,war correspondent
6791,torpedo
15111,drinking
41599,sailor
155499,convoy
156217,u boat
180178,destroyer
200223,depth charge
226473,comrade
226474,german submarine
226475,naval battle
226476,periscope
228491,suicidal mission
520,chicago
622,bet
643,horse race
1522,repayment
3202,con man
6220,mafia boss
14819,violence
167411,ragtime
167418,reference to mutt and jeff
167424,off track betting
167428,sting operation
167431,alley
214548,1930s
232222,20th century
236,suicide
314,life and death
894,depression
965,age difference
1227,cemetery
1252,suicide attempt
1421,birthday
1790,banjo
1792,cliff
1904,life planning
2643,dead wish
2692,arranged marriage
3737,dying and death
10329,wealth
11487,midnight movie
10183,independent film
316,chess
548,countryside
616,witch
1318,blacksmith
1501,allegory
1715,symbolism
2679,artist
2829,last judgment
2867,pest
2868,crusade
2869,juggler
2871,burning of witches
2875,sense of life
3737,dying and death
15001,demon
208313,death personified
209837,death incarnate
388,scotland
1415,small town
1842,village life
5175,petrol
5331,village
33626,millionaire
83,saving the world
310,artificial intelligence
526,rebel
679,cyborg
1366,shotgun
1373,killer robot
1381,sun glasses
4565,dystopia
15483,car chase
18069,laser gun
33556,urban setting
162484,future war
351,poison
2658,new zealand
10122,reanimation
11097,part stop motion
11513,cheating husband
12377,zombie
12415,back from the dead
15149,monkey
18087,attempted rape
157444,dismemberment
157624,nagging mother
157626,director cameo
6091,war
12425,racism
14643,battle
160201,union soldier
166464,confederate soldier
179585,american civil war
497,shakespeare
10855,fate
181324,existentialism
242,new york
596,adultery
818,based on novel
2087,lolita
9673,love
9840,romance
10183,independent film
11869,mistress
13028,writer
14534,relationship
14828,city
15160,divorce
168346,"manhattan, new york city"
193682,married
417,corruption
542,street gang
947,prohibition
1419,gun
1857,irish-american
5305,gambling debts
8442,irish mob
14819,violence
30,individual
490,philosophy
496,poetry
497,shakespeare
1992,professor
2132,literature
6054,friendship
226128,filmes focados em um professor
3182,seduction
3616,college
9840,romance
13027,wedding
157799,older woman younger man relationship
171206,graduate
171219,rape accusation
612,hotel
1411,brothel
2286,border
2620,evidence
2676,honeymoon
5340,investigation
5616,united states–mexico barrier
7336,car bomb
163127,mexican
195402,film noir
1308,secret identity
5422,special unit
9840,romance
41336,government assassin
233,japan
836,resistance
907,japanese
1261,river
1968,prisoners of war
3434,thailand
3450,bridge
3776,officer
30,individual
495,scapegoat
596,adultery
776,screenplay
884,cinecittà
886,film making
887,film producer
894,depression
1252,suicide attempt
1381,sun glasses
2055,creative crisis
2056,kurort
2058,film setting
2467,difficult childhood
2534,missile
3737,dying and death
6059,unsociability
34094,extramarital affair
161288,existence
184989,spectacle
570,rape
658,sea
1261,river
1788,chinatown
2281,mistake in person
2337,pedophilia
3737,dying and death
3820,barrage
12670,los angeles
155790,private detective
207268,neo-noir
1612,spacecraft
3243,flying saucer
6057,peace
8506,remote control
9738,ufo
10891,giant robot
11479,social commentary
12999,black and white
162365,military
199065,physics professor
202647,humanity
231277,alien technology
236401,mathematical equation
534,mexico
1321,gold
4542,gold rush
5332,greed
9713,friends
10594,money
14638,american
33344,bandit
33684,dead mule
33685,gold mine
162726,prospector
2658,new zealand
4295,collector
10292,gore
10471,cult favorite
12394,chainsaw
15344,shot in the stomach
15351,kicked in the crotch
18510,head ripped off
157748,fast food
157754,knife through the neck
157758,axe murder
157760,arm blown off
157762,directorial debut
157764,testosterone
157765,split head
407,dictator
470,spy
1704,ambassador
4063,siege
4129,widow
9253,slapstick
11333,cigar smoking
11372,lemonade
46951,mirror
155707,musical number
162752,dowager
220648,geofiction
1339,duck
5801,nerd
7074,paperboy
159558,skiing
179430,aftercreditsstinger
179431,duringcreditsstinger
612,hotel
1533,isolation
1611,hotelier
1981,colorado
2158,maze
3458,bartender
3598,ax
6262,delusion
9957,loneliness
10241,caretaker
10629,vision
10794,snow
13028,writer
33457,alcoholic
190107,snowed in
198471,off season
818,based on novel
6054,friendship
10683,coming of age
169875,railroad track
169878,story within the story
169885, flipping coin
169886,campfire story
169887,reference to superman
169895,normandy beach
208349,child
208611,1950s
216919,boys
74,germany
220,berlin
1449,underworld
1468,child murderer
1752,detective inspector
10291,organized crime
15009,criminal
7946,deer
8636,blood splatter
11335,tape recorder
12394,chainsaw
13153,spirit
14819,violence
18451,over the top
155626,shot in the arm
157458,book of the dead
157459,evil dead
157465,eyeball
157466,necronomicon
157468,tarmac
157470,meat cleaver
157471,shot through a wall
818,based on novel
895,optimism
1223,switzerland
1480,baseball
1505,famous score
1563,prisoner
1879,shower
1956,world war ii
1968,prisoners of war
2147,claustrophobia
2652,nazis
4276,machinegun
5034,attempt to escape
5136,uniform
6089,freedom
9672,based on true story
9774,prison guard
10685,escape
11105,swastika
11246,barbed wire
11267,solitary confinement
14735,motorcycle
160175,alps
422,vietnam veteran
904,pennsylvania
2956,vietnam
8508,party
10685,escape
225061,friend
228755,viet cong
228756,pittsburgh steelers
90,paris
2281,mistake in person
3490,pop star
4461,postman
563,deja vu
901,groundhog
902,weather forecast
903,telecaster
904,pennsylvania
905,alarm clock
1442,winter
1521,time warp
10854,time loop
34117,cult film
181324,existentialism
220046,groundhog day
549,prostitute
798,sheriff
800,bounty
802,regret
6145,right and justice
9748,revenge
157512,mutilation
159434,one last job
160410,reputation
209631,englishman
840,usa president
2106,cold war
2109,communist
3264,corean war
3995,manchuria
4500,step parents
10410,conspiracy
12400,brainwashing
15127,killer
236,suicide
1002,authority
1701,hero
1859,arizona
2135,radio
2483,nudity
4630,chaos
6089,freedom
6158,cult
6270,high school
11196,rebellion
12974,principal
12988,pirate
13130,teenager
159947,parents
186117,dj
351,poison
1227,cemetery
2602,cellar
3335,halloween
6038,marriage
6255,insanity
9826,murder
10714,serial killer
13028,writer
13092,corpse
156273,critic
389,clock tower
830,car race
949,terrorist
951,delorean
952,lightning
953,guitar
955,plutonium
999,sports car
1436,inventor
1743,journey in the past
4379,time travel
4776,race against time
9104,partner
9789,misfit
10125,mad scientist
11860,fish out of water
18425,teenage love
40850,destiny
186189,hidden identity
187376,odd couple
187710,escapade
189449,disorder
206687,chases and races
206715,love and romance
206720,teenage life
206735,misfit partners
206736,changing the past or future
206737,getting home
206738,inventions and discoveries
531,southern usa
18379,bee
1402,general
1956,world war ii
4299,normandy
5565,biography
6165,historical figure
9156,d-day
11110,dead soldier
11117,tank
11139,steel helmet
40850,destiny
213798,allies
378,prison
549,prostitute
1667,pimp
1721,fight
3134,louisiana
10183,independent film
10685,escape
199483,conviction
83,saving the world
464,total destruction
467,megacity
542,street gang
1353,underground
1402,general
1485,stadium
1706,experiment
1815,atomic bomb
2766,mutation
4565,dystopia
6092,army
12190,cyberpunk
14736,motorcycle gang
210024,anime
242,new york
388,scotland
1400,swordplay
1938,sword
3963,cut-off head
4978,immortality
378,prison
526,rebel
936,loss of mother
2539,harassment
2883,imprisonment
3737,dying and death
4487,boxing match
10685,escape
11246,barbed wire
11430,punched in the face
12605,eggs
34079,death
1605,new love
4952,inferiority complex
5330,fencing
5560,nose
5933,poet
1706,experiment
3098,castle
3487,assistant
3582,bride
6737,frankenstein
10124,laboratory
10125,mad scientist
11578,mobster
11931,spoof
12416,horror spoof
14760,scientist
198102,frankenstein's monster
90,paris
242,new york
444,taxi
467,megacity
588,rome
811,dialogue
1499,pastor
1749,taxi driver
1757,passenger
1759,night life
1760,casual meeting
1761,metropolis
1772,german democratic republic
1785,casting agent
1786,heart attack
1787,helsinki
3752,night
11933,conflict
12670,los angeles
14828,city
163080,finland
167043,road movie
171054,understanding
271,competition
1756,opression
6038,marriage
6751,polygamy
8754,concubine
10329,wealth
34038,intrigue
74,germany
407,dictator
928,hairdresser
1453,amnesia
2444,jewish ghetto
2606,jew
2903,propaganda
3061,national socialism
3063,adolf hitler
3068,national socialist party
8201,satire
10842,good vs evil
11065,funny nazi
3537,orchestra
5783,classical music
190719,musical segments
75,gunslinger
797,showdown
5572,fistfight
11011,morality
11207,u.s. marshal
14643,battle
15108,justice
18522,one against many
166552,quick draw
174244,brawl
188907,street shootout
351,poison
395,gambling
703,detective
9937,suspense
12670,los angeles
14964,drug
155436,classic noir
155790,private detective
155851,book store
155860,philip marlowe
156091,missing person
195402,film noir
236,suicide
2913,diary
6054,friendship
6270,high school
10123,dark comedy
41203,clique
4379,time travel
10965,playwright
210184,1910s
3035,roman
3071,prince
3339,chariot race
3575,jerusalem
5744,governor
6078,politics
6917,epic
9713,friends
9748,revenge
11508,jewish
154820,galley
192491,galley slave
2570,rock star
4044,groupie
11800,mockumentary
41591,music band
179430,aftercreditsstinger
179431,duringcreditsstinger
232186,amplifier
1576,technology
2163,civilization
2763,human vs nature
3676,living together
11004,rural setting
11479,social commentary
18330,nature
33577,environment
197052,lost civilization
10873,school
11870,teen movie
12392,best friend
156928,tomboy
207970,female drummer
83,saving the world
110,venice
113,holy grail
295,library
483,riddle
494,father son relationship
1294,whip
1454,treasure
2652,nazis
2847,entrapment
2901,crusader
6956,treasure hunt
10685,escape
11102,panzer
14656,order of the templars
41586,archaeologist
176731,indiana jones
184134,archeology 
521,washington d.c.
840,usa president
1284,identity
1474,policy and organisations
1646,autism
2496,impotence
4003,botanist
789,muslim
958,indian lead
1775,demonstration
1956,world war ii
2883,imprisonment
3398,release from prison
3644,south africa
3930,bravery
4089,hunger strike
4090,colony
4092,morning prayer
4096,hindu
4097,independence
4100,british army
4101,political negotiations
4102,conference
4104,nonviolent resistance
4106,apartheid
4107,british empire
4108,protest
4109,independence movement
4110,bombay india
4112,strike
6089,freedom
6157,prayer
6193,world religion
6194,hinduism
7926,mahatma gandhi
33485,calcutta
460,free love
1326,infidelity
1797,loyalty
2111,soviet union
3055,soviet troops
3530,prague
4320,lover
6281,partnership
173644,communism
5091,kiss
5832,bed and breakfast place
8032,florence
3290,laser
41609,ego
155722,teen comedy
156810,science
156811,usaf
156813,computer cracker
187056,woman director
292,berlin wall
2340,paranoia
4372,wall
6027,music
161919,adult animation
393,civil war
736,journalist
1003,photographer
2956,vietnam
2960,cambodia
3104,killing fields
3105,red khmer
3106,pol pot
9672,based on true story
14900,genocide
185722,based on true events
240,underdog
1192,sweden
6464,uncle
9957,loneliness
1280,lasergun
1299,monster
1826,space marine
1872,loss of father
3243,flying saucer
4190,lost civilisation
4191,defense mechanism
5600,daughter
5721,engineer
10124,laboratory
12405,outer space
13031,creature
13040,electrocution
14544,robot
14825,electronic music score
15246,sabotage
162801,subterranean
189115,invisibility
208337,lost race
210393,nuclear reactor
221816,disobeying orders
222915,forcefield
227719,alien civilization
802,regret
818,based on novel
1480,baseball
2618,miracle
4932,farm
6075,sport
7312,road trip
10818,author
13005,doctor
156802,cornfield
158086,recluse
158679,pta
162846,ghost
163976,reconciliation
227655,hearing voices
227656,school board
642,robbery
736,journalist
1321,gold
1332,cheating
1454,treasure
2505,coronation
3202,con man
4100,british army
4107,british empire
4414,adventure
9713,friends
13065,soldier
13084,king
14643,battle
41394,ruler
235774,british raj
1016,wyoming
6165,historical figure
168374,loot sharing
380,brother brother relationship
802,regret
1556,texas
3276,peep show
4580,van
10392,mute
11436,redemption
12670,los angeles
18034,desert
18035,family
165787,home movie
209966,new german cinema
3376,satellite
167043,road movie
242,new york
1157,wife husband relationship
1946,restaurant
3200,platonic love
3201,orgasm
6054,friendship
10556,male female relationship
5696,grunge
11700,rock music
1453,amnesia
1991,santa claus
33626,millionaire
934,judge
5779,daydream
5923,sister
6399,rope
10183,independent film
10768,lesbian
15320,insecurity
33841,incest
41380,crucifix
156651,lipstick
156770,tightrope
156771,cutter
156772,peony
156773,mastercard
187056,woman director
10183,independent film
187056,woman director
10183,independent film
190427,vaudeville act
1691,dance
5349,surfing
6075,sport
10183,independent film
378,prison
803,android
1612,spacecraft
1826,space marine
2883,imprisonment
3388,space colony
3801,space travel
4083,rottweiler
4565,dystopia
9663,sequel
9951,alien
11436,redemption
12405,outer space
13194,planet
158895,shaved head
160879,crash landing
163045,impregnation
178652,penal colony
189414,furnace
193149,suspended animation
226177,xenomorph
1014,loss of lover
1567,intensive care
3737,dying and death
4375,transformation
4553,black humor
5319,pub
11004,rural setting
12564,werewolf
223059,animal horror
9663,sequel
46951,mirror
162846,ghost
3358,haunted house
293,female nudity
3358,haunted house
9663,sequel
156174,occult
161750,dollhouse
162846,ghost
194834,amityville horror
1003,photographer
1366,shotgun
3684,religion and supernatural
46951,mirror
156075,evil
194834,amityville horror
516,child abuse
572,sex
1155,brother sister relationship
2626,exorcism
3350,poltergeist
6095,house
9675,prequel
9712,possession
10041,dysfunctional family
10183,independent film
14765,church
15001,demon
33841,incest
156075,evil
161261,demonic possession
212642,abusive father
3358,haunted house
9398,long island
33467,new home
159940,exorcist
173099,indian burial ground
173103,newspaper article
230191,haunted
236,suicide
2483,nudity
3358,haunted house
9663,sequel
11183,fireplace
14792,tarantula
194834,amityville horror
206850,canuxploitation
131,italy
293,female nudity
570,rape
1909,coffin
2109,communist
2389,virgin
3133,vampire
3633,dracula
9755,parody
10292,gore
155493,campy
232441,sister sister incest
2041,island
8508,party
9826,murder
11870,teen movie
12339,slasher
154681,april fool's day
186463,holiday horror
206850,canuxploitation
219991,elimination derby
221023,college friends
818,based on novel
3030,nightmare
156104,stranger
242,new york
1419,gun
3392,voodoo
3875,barn
4720,ritual
6158,cult
156593,ritual murder
2589,pet shop
3556,seclusion
5500,playground
9937,suspense
10430,seagull
11183,fireplace
11237,rotoscoping
11429,head wound
11732,cigarette smoking
14660,bird attack
156037,socialite
156390,face slap
156866,based on short story
159841,cigarette lighter
168115,practical joke
170378,schoolteacher
172210,lovebird
172218,shopkeeper
172223,chased down street
172225,unsolved mystery
172226,blood on head
172228,schoolhouse
1415,small town
9732,movie in movie
10154,blob
156091,missing person
167149,good cop bad cop
172136,space monster
188178,teenage hero
221696,kid brother
233401,monster film
234727,teenage heroine
234730,unkillable monster
234731,people eater
234732,night of horror
234733,highschool kids
234736,skeptical adults
234739,learning to listen
966,beach
1299,monster
5789,sand
11931,spoof
11268,psychologist
13063,car accident
180162,death row inmate
13005,doctor
187675,medical student
191331,body snatchers
596,adultery
2158,maze
3133,vampire
4197,bite
9714,remake
155301,rough sex
156112,wake
160292,religious conflict
169618,bestiality
169620,correspondence
169621,vampire sex
169626,autonomous shadow
225470,vlad
231407,fang vamp
952,lightning
1227,cemetery
1299,monster
4271,hermit
5313,parts of dead body
5314,mill
6737,frankenstein
10125,mad scientist
155489,classic horror
235810,comedic relief
1909,coffin
15346,old dark house
155733,old house
5340,investigation
9955,urban legend
10616,urban
12105,student
13160,university
46951,mirror
161707,candyman
161712,hook for a hand
161722,housing project
161728,urban decay
187343,belief
378,prison
516,child abuse
570,rape
1415,small town
5600,daughter
6149,police
9748,revenge
10909,lawyer
11333,cigar smoking
13073,fear
15162,dog
41381,rapist
351,poison
1415,small town
1422,boat
1591,ex-detainee
6259,psychopath
10909,lawyer
14659,girl
15162,dog
18035,family
165271,listening to the radio
818,based on novel
1227,cemetery
1533,isolation
1674,stage
2483,nudity
3036,bible
5086,telekinesis
9748,revenge
10048,unrequited love
10266,prom
10508,teacher
10873,school
11001,religion
14624,cruelty
14687,extreme violence
14837,rage
33740,humiliation
41380,crucifix
164346,praying
170356,outsider
173971,taunting
222314,abusive mother
226602,firestorm
1366,shotgun
10563,attack
10968,lingerie
15365,held captive
33841,incest
157890,dissection
179416,jungle cat
190370,erotic movie
1468,child murderer
2116,sleep
3030,nightmare
6152,supernatural
12339,slasher
13130,teenager
18029,trapped
33457,alcoholic
157418,boiler room
163841,booby trap
170383,disfigurement
171814,medical test
225209,dreams
272,transylvania
1370,shapeshifting
1430,self sacrifice
3098,castle
3133,vampire
4078,ghost ship
13056,loss of wife
154802,silent film
156818,seashore
157185,vampire bat
158142,real estate agent
158729,ghoul
165114,locket
171251,corpse in coffin
179860, nosferatu
179867,real estate
179870,black death
179874,expressionism
179875,mountain country
179878,sleepwalking
179882,romania
238477,rats
110,venice
293,female nudity
394,gypsy
3133,vampire
3473,carnival
345,monk
530,prophecy
1704,ambassador
2341,nanny
4083,rottweiler
4084,devil's son
4087,revelation
5160,aggression by animal
6025,photography
11627,paranormal phenomena
13001,cowardliness
41586,archaeologist
642,robbery
1419,gun
1721,fight
9673,love
9826,murder
10051,heist
14604,theft
33461,diamond
207268,neo-noir
380,brother brother relationship
1010,bar
1419,gun
1562,hostage
4063,siege
6149,police
9937,suspense
572,sex
1992,professor
13027,wedding
187056,woman director
208709,columbia university
240,underdog
388,scotland
549,prostitute
856,paraplegic
941,tradition
946,excommunication
1002,authority
1330,social coercions
3679,society
3737,dying and death
6150,faith
6157,prayer
6193,world religion
9649,god
10093,priest
10183,independent film
10707,mother daughter relationship
14765,church
158558,disabled
181011,oil platform
996,expensive restaurant
1406,night watchman
3703,law
5340,investigation
9937,suspense
12105,student
12392,best friend
503,federation
505,starfleet
522,borg
671,enterprise-e
679,cyborg
680,montana
836,resistance
1436,inventor
1522,repayment
1523,obsession
49960,business start-up
161176,space opera
3344,letter
3810,jumping
5561,child prodigy
10499,pool
14743,pianist
33484,concert hall
191815,breakdown
10183,independent film
170630,repair shop
170633,southern
170646,death threat
170647,story
170648,religious art
170652,father figure
65,holiday
1441,christmas party
1991,santa claus
4290,toy
6300,puppet
207317,christmas
210190,turboman
210191,navidad
1468,child murderer
6145,right and justice
290,angel
2409,church choir
5708,gospel
172504,reverend
179567,crisis of faith
187056,woman director
437,painter
572,sex
2382,flower
3303,bedroom
6148,court
15199,rabbit
17995,epidemic
33790, drainage project
41276, powder
160279,18th century
616,witch
1700,massachusetts
2983,passion
10138,satan
10541,curse
33795,salem
212,london england
5154,fur
7024,fashion designer
8841,puppy
15101,based on children's book
15162,dog
158369,dalmatian
9748,revenge
9937,suspense
14676,series of murders
187056,woman director
502,ambush
720,helicopter
736,journalist
818,based on novel
822,airport
4709,hand grenade
5572,fistfight
8015,cop
9663,sequel
10794,snow
10808,dulles international airport
10950,shootout
11720,officer involved shooting
13015,terrorism
14601,explosion
14765,church
14819,violence
15246,sabotage
33553,walkie talkie
156788,swat team
158770,air traffic control
195741,commando unit
207771,snowmobile
310,artificial intelligence
504,uss enterprise
505,starfleet
582,san francisco
1430,self sacrifice
1612,spacecraft
155211,klingon
155212,vulcan
161176,space opera
455,farewell
503,federation
505,starfleet
559,peace conference
665,uss enterprise-a
750,rura penthe
3012,court case
4732,peace contract
4812,plan
155211,klingon
161176,space opera
503,federation
505,starfleet
665,uss enterprise-a
748,sha-ka-ree
963,loss of brother
1430,self sacrifice
1562,hostage
5362,liberation of hostage
12388,romulans
155211,klingon
155212,vulcan
161176,space opera
504,uss enterprise
747,genesis
1423,asteroid
1430,self sacrifice
1599,midlife crisis
1613,terraforming
1615,simulator
1617,cadet
1618,radiation
5218,uss reliant
5219,ceti alpha v
6017,genetics
161176,space opera
83,saving the world
582,san francisco
665,uss enterprise-a
4379,time travel
4676,whale
5359,marine biologist
155212,vulcan
161176,space opera
65,holiday
417,corruption
848,double life
849,dc comics
853,crime fighter
3298,hallucination
5570,christmas tree
6969,gotham city
7002,vigilante
9715,superhero
14819,violence
15002,dark hero
15481,fictional city
163074,super villain
163455,super powers
173861,deformed
173866,bird cage
173867,evil circus
214644,christmas holiday
417,corruption
798,sheriff
1559,deputy sheriff
2752,ranch
5672,billy the kid
9503,outlaw
10226,neighbor
255,male nudity
293,female nudity
378,prison
534,mexico
549,prostitute
798,sheriff
1666,mexican standoff
5672,billy the kid
9503,outlaw
9663,sequel
10322,native american
10685,escape
155291,cowboy
391,flying car
542,street gang
795,running
3687,graduation
4344,musical
9823,rivalry
10181,based on play or musical
18453,gossip
34130,makeover
159953,automobile racing
164246,nostalgic
165132,greaser
165136,wolf whistle
165137,school dance
165139,animated credits
165143,pep rally
165147,wrong side of the tracks
165148,mooning
165154,school principal
4344,musical
8290,talent show
14735,motorcycle
187056,woman director
3392,voodoo
8015,cop
9826,murder
18035,family
4458,post-apocalyptic
188957,virus
1650,cook
2770,war ship
3070,mercenary
3312,nuclear missile
7188,hostage-taking
11034,b movie
13098,moral courage
162756,whaler
1495,fishing
1913,atlantic ocean
2069,bathing
2580,shipwreck
2993,police chief
2996,ferry boat
3737,dying and death
11280,dolly zoom
15097,shark
15098,great white shark
223059,animal horror
1919,mayor
2041,island
2993,police chief
3180,sailing
3735,boat accident
3737,dying and death
4210,panic
5156,current
5160,aggression by animal
9663,sequel
10084,rescue
13130,teenager
15097,shark
15098,great white shark
158297,high-tension current
204009,tourism
269,diving
630,dolphin
1196,florida
9663,sequel
10503,scuba diving
15058,swimming
15097,shark
15098,great white shark
158108,killer shark
158252,giant animal
158340,theme park
158345,water skiing
158350,boat trouble
158353,sea world
209714,3d
833,white house
840,usa president
3635,national security agency (nsa)
15017,danger
169028,sable
169046,writ
83,saving the world
464,total destruction
833,white house
839,mars
840,usa president
843,cataclysm
1280,lasergun
1704,ambassador
1705,congress
2867,pest
3243,flying saucer
934,judge
10183,independent film
193013,extremist
1485,stadium
3658,career
6075,sport
178372,sports agent
1009,baby
1545,supermarket
1859,arizona
3725,pregnancy and birth
271,competition
6054,friendship
6062,hostility
13063,car accident
194228,salesmen
2157,hacker
2303,mathematician
4967,assignment
6129,company
155555,computer hacker
187056,woman director
2504,world war i
155509,hemmingway
1156,sister sister relationship
5923,sister
8097,leukemia
9824,reunion
10163,cancer
185263,bone marrow transplant
494,father son relationship
6782,addiction
18035,family
782,assassin
4129,widow
11038,trial
163116,civil rights
208647,activist
417,corruption
6149,police
11734,police corruption
33518,district attorney
156022,nypd
521,washington d.c.
585,casino
612,hotel
1670,sun
2136,television
2700,sperm
10988,based on tv series
14570,las vegas
156788,swat team
161919,adult animation
167043,road movie
254,france
2073,illiteracy
2755,country life
3804,post
4025,brittany
4029,bourgeoisie
4034,class society
5248,female friendship
5808,pregnant minor
5916,gallery owner
13097,maid
18035,family
3335,halloween
10292,gore
10714,serial killer
12339,slasher
157380,tabloid
157384,news reporter
160612,self-referential
212435,meta film
7879,secret love
8519,mohawk
10322,native american
160279,18th century
208123,french and indian war
290,angel
6140,vice
7312,road trip
12193,reporter
15162,dog
187056,woman director
210494,archangel michael
6564,terminal illness
9663,sequel
10235,family relationships
34079,death
456,mother
497,shakespeare
509,denmark
1872,loss of father
3071,prince
41410,madness
4112,strike
14985,ireland
166625,candlelight vigil
212738,british prison
212739,struggle
9840,romance
10183,independent film
157499,mother son relationship
175357,neurotic
208476,starting over
2565,bath tub
549,prostitute
165707,deification
165713,dancehall hostess
165716,perónism
165718,argentine president
165725,rise to power
165727,singing narrator
165728,soccer ball
1295,europe
6054,friendship
6258,intellectual
10594,money
14638,american
14659,girl
14893,art
34143,rich
187056,woman director
236,suicide
255,male nudity
293,female nudity
414,hunter
818,based on novel
1155,brother sister relationship
2406,picnic
3593,wilderness
4717,camel
5657,australia
10148,tribe
10183,independent film
10349,survival
10683,coming of age
10809,teenage girl
15199,rabbit
33688,hunting
33885,car
34079,death
157906,outback
161281,geologist
187844,flashback
188154,rites of passage
193459,australian aborigine
193760,australian outback
207476,dingo
208662,kangaroo
209560,aboriginal
214511,sunburn
215162,indigenous peoples
215413,walkabout
215414,didgeridoo
215415,australian bush
215416,adelaide south australia
591,cia
833,white house
41249,secret service
8015,cop
9950,thriller
1563,prisoner
4106,apartheid
162388,retribution
207901,political prisoner
2172,zoo
3983,marketing
4328,costume
10123,dark comedy
12094,business
18165,animal
630,dolphin
5359,marine biologist
15162,dog
2080,stewardess
3800,airplane
10950,shootout
198541,air marshal
207317,christmas
208637,turbulence
222,schizophrenia
1009,baby
2726,therapist
40952,therapy
168386,child wish
720,helicopter
779,martial arts
5657,australia
233,japan
3075,ninja fighter
4539,overweight man
5347,clumsy fellow
10508,teacher
13072,falling in love
190116,school life
582,san francisco
5362,liberation of hostage
6149,police
7188,hostage-taking
8119,persuasion
9748,revenge
156236,jewel thief
200808,negotiation
818,based on novel
9673,love
9824,reunion
10937,memory
161213,high school reunion
161307,bronx
207883,1940s
207964,aspiring architect
293,female nudity
380,brother brother relationship
818,based on novel
966,beach
999,sports car
1155,brother sister relationship
1525,puberty
2398,narration
2483,nudity
2913,diary
9855,slow motion scene
10683,coming of age
10877,dead body
33841,incest
179029,rubbing suntan lotion on someone
210547,kite
211677,sunbathing
720,helicopter
1415,small town
1919,mayor
2227,evacuation
2669,motel
2859,lava
3347,volcano
3623,cabin
4663,lovers
5096,natural disaster
6281,partnership
7051,volcanologist
10084,rescue
14601,explosion
14760,scientist
158272,seismograph
163398,volcanic eruption
164658,rowboat
188351,catastrophe
208580,acid
211215,county fair
215861,abandoned mine
220844,volcanic ash
2134,press
10978,bad cop
1155,brother sister relationship
1646,autism
6996,car garage
1897,oregon
2070,olympic games
6075,sport
204967,runner
321,terror
911,exotic island
949,terrorist
4410,u.s. navy
6417,base
10988,based on tv series
457,responsability
494,father son relationship
1773,socialism
1907,fictitious marriage
2020,revolution
2300,despair
2452,crematorium
2568,language barrier
2808,russian
3321,childhood memory
3457,cellist
3530,prague
3536,cello
3614,disappointment
3739,funeral
4048,musician
4051,ban from profession
4052,political instability
4053,trabant
6029,concert
6054,friendship
10508,teacher
10685,escape
12392,best friend
33479,single father
170652,father figure
171054,understanding
173644,communism
208147,czech republic
208349,child
740,aids
1803,drug addiction
2619,suspicion of murder
6149,police
10685,escape
164605,withdrawal
5900,missouri
10183,independent film
10260,mechanic
11524,in the closet
11800,mockumentary
14529,improvisation
157409,whispering
160510,travel agent
160511,amateur theater
160512,dairy queen
160515,alien contact
160517,fake documentary
160518,city council
160522,wagon train
160528,chinese restaurant
160529,product licensing
160530,hidden character
407,dictator
